MAP_1_MATRIX:
    .byte ,
    0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
    0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,
    0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
    0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,
    0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
    0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
    0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
    0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,2,0,0,0,0,
    0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,
    0,0,0,0,1,0,0,1,1,1,4,1,1,0,1,1,0,0,0,0,
    0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,
    0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,
    0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,1,0,0,0,0,
    0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,
    0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,

MAP_2_MATRIX:
    .byte ,
    0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,  
    0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,  
    0,0,0,0,1,1,1,5,1,1,0,0,0,1,1,1,0,0,0,0,  
    0,0,0,0,1,2,1,1,1,1,0,0,0,1,2,1,0,0,0,0,  
    0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,  
    0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,  
    0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,  
    0,0,0,0,3,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,  
    0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,  
    0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,  
    0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,  
    0,0,0,0,6,1,1,1,1,1,0,0,2,1,1,0,0,0,0,0,  
