LOLOL16x16: .word 16, 16
.byte 199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,0,0,209,209,0,0,199,199,199,199,199,199,
199,199,0,255,255,209,255,209,209,209,0,0,199,199,199,199,
199,0,255,209,209,209,209,209,209,209,209,209,0,199,199,199,
0,209,209,209,209,209,209,209,209,209,209,209,209,0,199,199,
0,209,255,255,255,209,209,209,209,209,209,209,209,0,199,199,
209,255,255,255,255,255,209,209,209,209,209,209,209,209,0,199,
209,0,0,255,255,255,209,209,209,209,255,255,255,0,0,199,
209,0,0,255,255,255,209,209,209,209,209,255,255,255,0,199,
209,255,255,255,255,255,209,209,209,255,255,255,255,255,0,199,
0,209,255,255,255,209,209,209,255,255,255,255,255,255,199,199,
199,209,209,209,209,209,209,209,209,255,255,255,255,0,199,199,
199,0,0,209,209,209,209,209,0,0,209,0,0,209,209,199,
199,199,199,0,0,0,0,255,255,255,0,0,0,0,199,199,
199,199,199,199,199,0,255,255,255,255,0,0,199,199,199,199,
199,199,199,199,199,0,0,0,0,0,0,0,199,199,199,199,


