ground: .word 16, 16
.byte 129,129,129,128,1,129,129,129,129,129,128,32,32,0,128,32,
129,129,129,128,1,129,129,129,129,129,128,32,32,0,32,32,
0,0,0,0,0,0,0,0,0,0,0,32,32,0,32,32,
5,1,129,129,129,129,129,128,5,1,128,0,0,0,0,0,
1,129,129,129,129,129,129,128,1,129,128,32,32,32,32,32,
1,129,129,129,129,129,129,128,1,129,128,32,32,32,32,32,
0,0,0,0,0,0,0,0,0,0,0,32,32,32,32,32,
129,129,129,128,5,1,129,129,129,129,128,0,0,0,0,0,
129,129,129,128,1,129,129,129,129,129,128,32,32,0,128,32,
129,129,129,128,1,129,129,129,129,129,128,32,32,0,32,32,
0,0,0,0,0,0,0,0,0,0,0,32,32,0,32,32,
5,1,129,129,129,129,129,128,5,1,128,0,0,0,0,0,
1,129,129,129,129,129,129,128,1,129,128,32,32,32,32,32,
1,129,129,129,129,129,129,128,1,129,128,32,32,32,32,32,
1,129,129,129,129,129,129,128,1,129,128,32,32,32,32,32,
0,0,0,0,0,0,0,0,0,0,0,32,32,32,32,32,
7,7,7,0,0,18,88,0,0,0,0,0,0,0,0,0,
