ground: .word 16, 16
.byte 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,3,3,3,0,18,3,3,3,3,3,3,0,18,3,3,
3,3,3,3,0,3,3,3,3,3,3,3,0,3,3,3,
3,3,3,1,0,3,3,3,3,3,3,1,0,3,3,2,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,18,3,3,3,3,3,3,0,18,3,3,3,3,3,3,
0,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,
0,3,3,3,3,3,3,1,0,3,3,3,3,3,3,1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,3,3,3,0,18,3,3,3,3,3,3,0,18,3,3,
3,3,3,3,0,3,3,3,3,3,3,3,0,3,3,3,
3,3,3,1,0,3,3,3,3,3,3,1,0,3,3,3,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,18,3,3,3,3,3,3,0,18,3,3,3,3,3,3,
0,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,
0,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,


