chest_open_gem: .word 16, 16
.byte 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,
255,255,0,0,0,0,0,0,0,0,0,0,0,255,255,0,
255,0,0,0,0,0,87,87,87,0,0,0,0,0,255,0,
255,10,0,0,0,87,255,255,175,87,0,0,0,10,255,0,
255,10,0,0,0,87,255,255,175,87,0,0,0,10,255,0,
255,10,10,10,10,87,175,175,255,87,10,10,10,10,255,0,
255,10,10,10,10,10,87,87,87,10,10,10,10,10,255,0,
255,255,10,10,10,10,10,10,10,10,10,10,10,255,255,0,
255,255,255,255,255,255,0,0,0,255,255,255,255,255,255,0,
255,0,0,0,0,255,255,255,255,255,0,0,0,0,255,0,
255,0,77,77,77,77,255,0,255,0,77,77,77,77,255,0,
0,255,255,255,255,255,255,255,255,255,255,255,255,255,0,0,
10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


