movable_block: .word 16, 16
.byte 199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,34,183,183,183,183,183,183,183,183,183,183,183,34,199,199,
34,183,34,34,34,34,34,34,34,34,34,34,34,183,34,199,
34,183,34,0,0,0,0,0,0,0,0,0,0,183,34,199,
34,183,34,0,183,0,0,0,0,34,34,0,0,183,34,199,
34,183,34,0,0,0,34,0,34,183,183,34,0,183,34,199,
34,183,34,0,0,34,0,34,183,183,34,183,0,183,34,199,
34,183,34,0,34,0,34,0,34,183,183,34,0,183,34,199,
34,183,34,10,34,34,34,34,34,34,34,34,0,183,34,199,
34,183,34,10,10,34,183,34,34,183,183,34,34,183,34,199,
34,34,183,183,183,183,183,183,183,183,183,183,183,183,34,199,
34,183,34,34,0,34,10,34,10,34,0,34,0,34,34,199,
34,183,34,0,34,0,34,10,34,0,34,10,34,183,34,199,
199,183,10,0,10,34,10,0,10,34,10,0,10,183,199,199,
199,34,183,183,183,183,183,183,183,183,183,183,183,34,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,


