rosa_frente_0: .word 16, 16
.byte 3,255,3,3,0,24,3,3,3,3,3,1,0,24,255,3,
3,159,159,0,0,255,0,255,255,0,93,3,10,159,159,3,
3,0,159,159,159,159,159,159,159,159,159,159,159,159,0,3,
159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,
75,159,159,0,159,159,159,159,159,159,159,159,0,159,159,76,
10,159,159,158,0,0,0,159,159,0,0,0,159,159,159,3,
159,159,0,159,159,159,159,159,159,159,159,159,159,0,159,149,
84,159,158,0,159,159,159,159,159,159,159,159,0,159,159,0,
3,86,159,158,0,0,0,0,0,0,0,0,159,159,76,3,
3,3,159,159,159,159,159,159,159,159,159,159,159,150,3,3,
3,3,77,159,159,255,159,159,159,159,255,159,159,3,3,3,
0,0,0,0,159,255,255,255,255,255,255,159,0,0,0,0,
0,0,149,84,0,0,239,255,255,157,0,0,149,75,0,3,
0,10,159,255,84,0,0,0,0,0,0,159,255,159,0,3,
0,159,255,159,149,0,3,0,0,3,0,159,175,255,159,3,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


